"feature_of_interest_cv_num","feature_of_interest_cv_name","feature_of_interest_description"
1074,"FIEBERLING-GUADALUPE SEAMOUNT TRAIL","GEOGRAPH_LOC"
1075,"TANZAWA MASSIF","GEOGRAPH_LOC"
1076,"TAFAHI","GEOGRAPH_LOC"
1077,"CAMEROON VOLCANIC LINE","GEOGRAPH_LOC"
1078,"TAHITI","GEOGRAPH_LOC"
1079,"EL FRAILE","GEOGRAPH_LOC"
1080,"ARKHANGELSK","GEOGRAPH_LOC"
1081,"PANNONIAN BASIN","GEOGRAPH_LOC"
1082,"TORRIE","GEOGRAPH_LOC"
1083,"DRYBONES","GEOGRAPH_LOC"
1084,"GARNET RIDGE","GEOGRAPH_LOC"
1085,"KIRKLAND LAKE","GEOGRAPH_LOC"
1086,"ANGOLA","GEOGRAPH_LOC"
1087,"YAKUTAI","GEOGRAPH_LOC"
1088,"JIAOHE","GEOGRAPH_LOC"
1089,"FRENCH GUIANA","GEOGRAPH_LOC"
1090,"DARIGANGA","GEOGRAPH_LOC"
1091,"CALATRAVA","GEOGRAPH_LOC"
1092,"TERCEIRA","GEOGRAPH_LOC"
1093,"KOMSOMOLSKAYA-MAGNITNAYA","GEOGRAPH_LOC"
1094,"COLUMBIA RIVER FLOOD BASALT","GEOGRAPH_LOC"
1095,"NARBOROUGH","GEOGRAPH_LOC"
1096,"TOLBACHIK","GEOGRAPH_LOC"
1097,"KATMAI","GEOGRAPH_LOC"
1098,"SAINT LAWRENCE","GEOGRAPH_LOC"
1099,"SOUTHEAST MARIANA FOREARC","GEOGRAPH_LOC"
1100,"KYUSHU","GEOGRAPH_LOC"
1101,"NEW GEORGIA ISLANDS","GEOGRAPH_LOC"
1102,"SANTA CRUZ ISLANDS","GEOGRAPH_LOC"
1103,"VANGUNU","GEOGRAPH_LOC"
1104,"CHANGLE-LINQU","GEOGRAPH_LOC"
1105,"MYOJINSHO","GEOGRAPH_LOC"
1106,"DOMINICAN REPUBLIC","GEOGRAPH_LOC"
1107,"LABRADOR","GEOGRAPH_LOC"
1108,"UTUPUA","GEOGRAPH_LOC"
1109,"HYBLEAN","GEOGRAPH_LOC"
1110,"SEAMOUNT NO 4","GEOGRAPH_LOC"
1111,"INDIAN RIDGE TRIPLE JUNCTION","GEOGRAPH_LOC"
1112,"SEAMOUNT NO 1","GEOGRAPH_LOC"
1113,"SWEDEN","GEOGRAPH_LOC"
1114,"PARANA-ETENDEKA","GEOGRAPH_LOC"
1115,"INACCESSIBLE","GEOGRAPH_LOC"
1116,"QIXIA","GEOGRAPH_LOC"
1117,"MBOROKUA","GEOGRAPH_LOC"
1118,"AGRIGAN","GEOGRAPH_LOC"
1119,"MBANIKA","GEOGRAPH_LOC"
1120,"GENOVESA","GEOGRAPH_LOC"
1121,"SEYMOUR","GEOGRAPH_LOC"
1122,"VOLCAN ECUADOR","GEOGRAPH_LOC"
1123,"JEJU","GEOGRAPH_LOC"
1124,"DOMINICA","GEOGRAPH_LOC"
1125,"MOUNT MELBOURNE","GEOGRAPH_LOC"
1126,"BEZYMIANNY","GEOGRAPH_LOC"
1127,"KANA KEOKI","GEOGRAPH_LOC"
1128,"RIO COLORADO","GEOGRAPH_LOC"
1129,"RIGIL","GEOGRAPH_LOC"
1130,"ZARECHNY","GEOGRAPH_LOC"
1131,"MAS A TIERRA","GEOGRAPH_LOC"
1132,"MOUNT FUJI","GEOGRAPH_LOC"
1133,"MERAPI","GEOGRAPH_LOC"
1134,"MARTINIQUE","GEOGRAPH_LOC"
1135,"MOUNT PELEE","GEOGRAPH_LOC"
1136,"ANATOLIA-IRAN BELT","GEOGRAPH_LOC"
1137,"FUXIAN","GEOGRAPH_LOC"
1138,"KUANDIAN","GEOGRAPH_LOC"
1139,"ARIES KIMBERLITE","GEOGRAPH_LOC"
1140,"ELOVY PIPE","GEOGRAPH_LOC"
1141,"MARIANA ","GEOGRAPH_LOC"
1142,"LA BARCA","GEOGRAPH_LOC"
1143,"LAGUNA","GEOGRAPH_LOC"
1144,"CERRO CHATO","GEOGRAPH_LOC"
1145,"NORTH BARBADOS RIDGE","GEOGRAPH_LOC"
1146,"ANTARCTIC-PHOENIX RIDGE","GEOGRAPH_LOC"
1147,"JOHNSTON ATOLL","GEOGRAPH_LOC"
1148,"HORIZON GUYOT","GEOGRAPH_LOC"
1149,"BRATYA","GEOGRAPH_LOC"
1150,"DONIZETTI","GEOGRAPH_LOC"
1151,"WUDALIANCHI","GEOGRAPH_LOC"
1152,"TRINIDADE","GEOGRAPH_LOC"
1153,"TUVALU","GEOGRAPH_LOC"
1154,"TIBETAN","GEOGRAPH_LOC"
1155,"SOUTH WEST","GEOGRAPH_LOC"
1156,"REFAHIYE","GEOGRAPH_LOC"
1157,"NORTHWEST ANATOLIAN","GEOGRAPH_LOC"
1158,"OCEANOGRAPHER","GEOGRAPH_LOC"
1159,"CARLSBERG RIDGE","GEOGRAPH_LOC"
1160,"INCA TRANSFORM FAULT","GEOGRAPH_LOC"
1161,"KANE","GEOGRAPH_LOC"
1162,"ICELAND","GEOGRAPH_LOC"
1163,"LAMONT","GEOGRAPH_LOC"
1164,"NANSEN-GAKKEL RIDGE","GEOGRAPH_LOC"
1165,"SIQUEIROS","GEOGRAPH_LOC"
1166,"VEMA","GEOGRAPH_LOC"
1167,"DU TOIT","GEOGRAPH_LOC"
1168,"PRINCE EDWARD","GEOGRAPH_LOC"
1169,"AXIAL","GEOGRAPH_LOC"
1170,"TAMAYO","GEOGRAPH_LOC"
1171,"SAINT PAULS","GEOGRAPH_LOC"
1172,"GIFFORD","GEOGRAPH_LOC"
1173,"LITTLE JOE","GEOGRAPH_LOC"
1174,"FIJI","GEOGRAPH_LOC"
1175,"HECK","GEOGRAPH_LOC"
1176,"EAST PEAK (JDFR)","GEOGRAPH_LOC"
1177,"PRATT-WELKER","GEOGRAPH_LOC"
1178,"ARABIAN","GEOGRAPH_LOC"
1179,"GULF OF ADEN","GEOGRAPH_LOC"
1180,"LUST","GEOGRAPH_LOC"
1181,"PAUL REVERE RIDGE","GEOGRAPH_LOC"
1182,"SULU SEA","GEOGRAPH_LOC"
1183,"GALAPAGOS SEAMOUNTS","GEOGRAPH_LOC"
1184,"MINIA","GEOGRAPH_LOC"
1185,"ALULA-FARTAK","GEOGRAPH_LOC"
1186,"PATHFINDER","GEOGRAPH_LOC"
1187,"DISCOVERY","GEOGRAPH_LOC"
1188,"COIBA RIDGE","GEOGRAPH_LOC"
1189,"CARNEGIE RIDGE","GEOGRAPH_LOC"
1190,"RODRIGUEZ TRIPLE JUNCTION","GEOGRAPH_LOC"
1191,"LABAIT","GEOGRAPH_LOC"
1192,"DELEGATE PIPES","GEOGRAPH_LOC"
1193,"IRAZU","GEOGRAPH_LOC"
1194,"LAS PILAS","GEOGRAPH_LOC"
1195,"METEOR RISE","GEOGRAPH_LOC"
1196,"SHANNON","GEOGRAPH_LOC"
1197,"CAPE RISE","GEOGRAPH_LOC"
1198,"EASTERN BISMARK","GEOGRAPH_LOC"
1199,"E2","GEOGRAPH_LOC"
1200,"MASAYA","GEOGRAPH_LOC"
1201,"TORISHIMA","GEOGRAPH_LOC"
1202,"EASTER ISLAND","GEOGRAPH_LOC"
1203,"MASSIF CENTRAL","GEOGRAPH_LOC"
1204,"CHINA","GEOGRAPH_LOC"
1205,"SAN CARLOS","GEOGRAPH_LOC"
1206,"SHAVARYN-TSARAM","GEOGRAPH_LOC"
1207,"SYRIA","GEOGRAPH_LOC"
1208,"DE MONTE","GEOGRAPH_LOC"
1209,"TA'U","GEOGRAPH_LOC"
1210,"VENEZUELAN","GEOGRAPH_LOC"
1211,"YAMATO","GEOGRAPH_LOC"
1212,"UMNAK","GEOGRAPH_LOC"
1213,"DJIBOUTI","GEOGRAPH_LOC"
1214,"HAWAIIAN","GEOGRAPH_LOC"
1215,"YEMEN","GEOGRAPH_LOC"
1216,"CENTRAL EUROPEAN","GEOGRAPH_LOC"
1217,"INDONESIA","GEOGRAPH_LOC"
1218,"SULAWESI","GEOGRAPH_LOC"
1219,"HALAMHERA","GEOGRAPH_LOC"
1220,"SAN VICENTE","GEOGRAPH_LOC"
1221,"CONCHAGUA","GEOGRAPH_LOC"
1222,"ANAKENA CHAIN","GEOGRAPH_LOC"
1223,"FINLAND","GEOGRAPH_LOC"
1224,"KARELIAN","GEOGRAPH_LOC"
1225,"MENDELEIEV","GEOGRAPH_LOC"
1226,"JUAN FERNANDEZ","GEOGRAPH_LOC"
1227,"MCDONALD","GEOGRAPH_LOC"
1228,"ARGENTINA","GEOGRAPH_LOC"
1229,"CERRO DE LOS CHENQUES","GEOGRAPH_LOC"
1230,"CERRO CLARK","GEOGRAPH_LOC"
1231,"ELEDOI","GEOGRAPH_LOC"
1232,"NORTH CHINA","GEOGRAPH_LOC"
1233,"AKUTAN","GEOGRAPH_LOC"
1234,"ISLA FERNANDINA","GEOGRAPH_LOC"
1235,"MOUNT MAZAMA","GEOGRAPH_LOC"
1236,"LOS AZUFRES","GEOGRAPH_LOC"
1237,"SARDINIA","GEOGRAPH_LOC"
1238,"OUTSIDER","GEOGRAPH_LOC"
1239,"MALPELO RIDGE","GEOGRAPH_LOC"
1240,"TRISTAN","GEOGRAPH_LOC"
1241,"HINETAPEKA","GEOGRAPH_LOC"
1242,"GAMBLE","GEOGRAPH_LOC"
1243,"GUGUAN","GEOGRAPH_LOC"
1244,"WODEJEBATO","GEOGRAPH_LOC"
1245,"BERAITI CHAIN","GEOGRAPH_LOC"
1246,"PIIP","GEOGRAPH_LOC"
1247,"SUMISU CALDERA","GEOGRAPH_LOC"
1248,"UPOLU","GEOGRAPH_LOC"
1249,"OFU","GEOGRAPH_LOC"
1250,"ASUSECA","GEOGRAPH_LOC"
1251,"RAOUL","GEOGRAPH_LOC"
1252,"BEN LOMOND","GEOGRAPH_LOC"
1253,"ROTOKAWAU W","GEOGRAPH_LOC"
1254,"CUILAPA","GEOGRAPH_LOC"
1255,"IZU-OSHIMA","GEOGRAPH_LOC"
1256,"SOUTH DAIKOKU","GEOGRAPH_LOC"
1257,"MASCARENE","GEOGRAPH_LOC"
1258,"PACAYA","GEOGRAPH_LOC"
1259,"ONGAROTO","GEOGRAPH_LOC"
1260,"TATUA","GEOGRAPH_LOC"
1261,"EMMONS","GEOGRAPH_LOC"
1262,"PAVLOF","GEOGRAPH_LOC"
1263,"LITTLE PAVLOF","GEOGRAPH_LOC"
1264,"SOUTH CHINA","GEOGRAPH_LOC"
1265,"BEND FAULT","GEOGRAPH_LOC"
1266,"ZECKE","GEOGRAPH_LOC"
1267,"SAINT KITTS","GEOGRAPH_LOC"
1268,"CARISLE","GEOGRAPH_LOC"
1269,"AUSTRAL-COOK","GEOGRAPH_LOC"
1270,"CERRO AZUL","GEOGRAPH_LOC"
1271,"SOUTH HIYOSHI","GEOGRAPH_LOC"
1272,"MIYAKE-JIMA","GEOGRAPH_LOC"
1273,"OSHIMA","GEOGRAPH_LOC"
1274,"RAT ISLANDS","GEOGRAPH_LOC"
1275,"KARUA","GEOGRAPH_LOC"
1276,"RINDJANI","GEOGRAPH_LOC"
1277,"HOKKAIDO","GEOGRAPH_LOC"
1278,"VENING MEINNESZ","GEOGRAPH_LOC"
1279,"SHIVELUCH","GEOGRAPH_LOC"
1280,"NORWEGIAN-GREENLAND","GEOGRAPH_LOC"
1281,"OKU","GEOGRAPH_LOC"
1282,"ANNOBON","GEOGRAPH_LOC"
1283,"HARRAT UWAYRID","GEOGRAPH_LOC"
1284,"ESTANCIA ALVAREZ","GEOGRAPH_LOC"
1285,"OMAN MOUNTAINS","GEOGRAPH_LOC"
1286,"ALLIGATOR LAKE","GEOGRAPH_LOC"
1287,"PHILIPPINES","GEOGRAPH_LOC"
1288,"MCBRIDE","GEOGRAPH_LOC"
1289,"ROBERTS VICTOR","GEOGRAPH_LOC"
1290,"AVON","GEOGRAPH_LOC"
1291,"KAZAKHSTAN","GEOGRAPH_LOC"
1292,"MONASTERY","GEOGRAPH_LOC"
1293,"CARPATHIAN","GEOGRAPH_LOC"
1294,"TRANS-NORTH CHINA","GEOGRAPH_LOC"
1295,"EL APRISCO","GEOGRAPH_LOC"
1296,"YURYAKU","GEOGRAPH_LOC"
1297,"OREGON","GEOGRAPH_LOC"
1298,"BINDLOE","GEOGRAPH_LOC"
1299,"NGGATOKAE","GEOGRAPH_LOC"
1300,"TINAKULA","GEOGRAPH_LOC"
1301,"JAPAN ARC","GEOGRAPH_LOC"
1302,"KAMPU","GEOGRAPH_LOC"
1303,"ALBORAN","GEOGRAPH_LOC"
1304,"AGAKAUITAI","GEOGRAPH_LOC"
1305,"HARRAT ASH SHAMAH","GEOGRAPH_LOC"
1306,"MEHETIA","GEOGRAPH_LOC"
1307,"SANTA CATALINA","GEOGRAPH_LOC"
1308,"VANIKORO","GEOGRAPH_LOC"
1309,"JAMES","GEOGRAPH_LOC"
1310,"ESPANOLA","GEOGRAPH_LOC"
1311,"RABIDA","GEOGRAPH_LOC"
1312,"TUROI","GEOGRAPH_LOC"
1313,"NETHERLANDS","GEOGRAPH_LOC"
1314,"LOPEVI","GEOGRAPH_LOC"
1315,"MOUNT MAYON","GEOGRAPH_LOC"
1316,"KICK 'EM JENNY","GEOGRAPH_LOC"
1317,"AGUA POCA","GEOGRAPH_LOC"
1318,"LOTE 17","GEOGRAPH_LOC"
1319,"XING-MENG","GEOGRAPH_LOC"
1320,"KODIAK","GEOGRAPH_LOC"
1321,"ILAK","GEOGRAPH_LOC"
1322,"UNALGA","GEOGRAPH_LOC"
1323,"RAT","GEOGRAPH_LOC"
1324,"MOUNT MAGEIK","GEOGRAPH_LOC"
1325,"KIZIMEN","GEOGRAPH_LOC"
1326,"VULCANS THRONE","GEOGRAPH_LOC"
1327,"FENI","GEOGRAPH_LOC"
1328,"GALERAS","GEOGRAPH_LOC"
1329,"BAKONY-BALATON HIGHLAND","GEOGRAPH_LOC"
1330,"SULU BASIN","GEOGRAPH_LOC"
1331,"LUNAR CRATER","GEOGRAPH_LOC"
1332,"SLOVENIA","GEOGRAPH_LOC"
1333,"RIETFONTEIN","GEOGRAPH_LOC"
1334,"ELEPHANT BUTTE","GEOGRAPH_LOC"
1335,"BIRKET RAM","GEOGRAPH_LOC"
1336,"LENTIIRA","GEOGRAPH_LOC"
1337,"DAYISHAN","GEOGRAPH_LOC"
1338,"ABU DAHR","GEOGRAPH_LOC"
1339,"SIMUSHIR","GEOGRAPH_LOC"
1340,"EASTERN VOLCANIC ZONE","GEOGRAPH_LOC"
1341,"FRANKLIN","GEOGRAPH_LOC"
1342,"OTROY","GEOGRAPH_LOC"
1343,"ESSIMINGOR","GEOGRAPH_LOC"
1344,"GELAI","GEOGRAPH_LOC"
1345,"KERIMASI","GEOGRAPH_LOC"
1346,"EAST EUROPEAN","GEOGRAPH_LOC"
1347,"SCOTLAND","GEOGRAPH_LOC"
1348,"SIMBO","GEOGRAPH_LOC"
1349,"FERNANDO DE NORONHA ARCHIPELAGO","GEOGRAPH_LOC"
1350,"HACHIJOJIMA","GEOGRAPH_LOC"
1351,"AOGASHIMA","GEOGRAPH_LOC"
1352,"HINGGAN-MONGOLIAN","GEOGRAPH_LOC"
1353,"SOUTHWEST INDIAN RIDGE","GEOGRAPH_LOC"
1354,"LAU","GEOGRAPH_LOC"
1355,"GALAPAGOS ARCHIPELAGO","GEOGRAPH_LOC"
1356,"MAURITIUS","GEOGRAPH_LOC"
1357,"MANUS","GEOGRAPH_LOC"
1358,"CARIBBEAN","GEOGRAPH_LOC"
1359,"GARRETT TRANSFORM FAULT","GEOGRAPH_LOC"
1360,"UDINTSEV","GEOGRAPH_LOC"
1361,"CAMP","GEOGRAPH_LOC"
1362,"TASMAN","GEOGRAPH_LOC"
1363,"PHILIPPINE","GEOGRAPH_LOC"
1364,"MIYOJIN BASIN","GEOGRAPH_LOC"
1365,"COBB-EICKELBERG","GEOGRAPH_LOC"
1366,"HOSS","GEOGRAPH_LOC"
1367,"LOUISVILLE 38","GEOGRAPH_LOC"
1368,"THOMPSON","GEOGRAPH_LOC"
1369,"UNION","GEOGRAPH_LOC"
1370,"MERCURIUS","GEOGRAPH_LOC"
1371,"OSHAWA","GEOGRAPH_LOC"
1372,"TORISHIMA RIFT","GEOGRAPH_LOC"
1373,"VESTERIS","GEOGRAPH_LOC"
1374,"JEBEL TEIR","GEOGRAPH_LOC"
1375,"ZUBAIR","GEOGRAPH_LOC"
1376,"DELLWOOD","GEOGRAPH_LOC"
1377,"EGERIA","GEOGRAPH_LOC"
1378,"ANNA MARIA","GEOGRAPH_LOC"
1379,"EGGVIN BANK","GEOGRAPH_LOC"
1380,"VULCAN","GEOGRAPH_LOC"
1381,"HODGKINS BANK","GEOGRAPH_LOC"
1382,"KOLBEINSEY","GEOGRAPH_LOC"
1383,"CAPO VERDE","GEOGRAPH_LOC"
1384,"VANCE","GEOGRAPH_LOC"
1385,"WHARTON","GEOGRAPH_LOC"
1386,"FUNK","GEOGRAPH_LOC"
1387,"WELKER","GEOGRAPH_LOC"
1388,"MURRAY","GEOGRAPH_LOC"
1389,"PUKAPUKA","GEOGRAPH_LOC"
1390,"SULU","GEOGRAPH_LOC"
1391,"GAKKEL RIDGE","GEOGRAPH_LOC"
1392,"NEWFOUNDLAND","GEOGRAPH_LOC"
1393,"BASIN AND RANGE","GEOGRAPH_LOC"
1394,"NAVAJO KIMBERLITES","GEOGRAPH_LOC"
1395,"HAWAIIAN RIDGE","GEOGRAPH_LOC"
1396,"FONUALEI","GEOGRAPH_LOC"
1397,"NICARAGUA","GEOGRAPH_LOC"
1398,"PLATANAR","GEOGRAPH_LOC"
1399,"MANIHIKI","GEOGRAPH_LOC"
1400,"MONT BOISSIER","GEOGRAPH_LOC"
1401,"BOREE","GEOGRAPH_LOC"
1402,"NEWER","GEOGRAPH_LOC"
1403,"RIO GRANDE","GEOGRAPH_LOC"
1404,"MONGOLIA","GEOGRAPH_LOC"
1405,"FRONTAL CONE","GEOGRAPH_LOC"
1406,"YOJOA","GEOGRAPH_LOC"
1407,"SAVAI'I","GEOGRAPH_LOC"
1408,"VAILULU'U","GEOGRAPH_LOC"
1409,"JAPAN","GEOGRAPH_LOC"
1410,"ETHIOPIAN","GEOGRAPH_LOC"
1411,"CANARY ISLANDS","GEOGRAPH_LOC"
1412,"BIR ALI","GEOGRAPH_LOC"
1413,"CASCADES","GEOGRAPH_LOC"
1414,"ALASKAN","GEOGRAPH_LOC"
1415,"HALMAHERA","GEOGRAPH_LOC"
1416,"MOUNT QUINCAN","GEOGRAPH_LOC"
1417,"SERPENTINE","GEOGRAPH_LOC"
1418,"SANTA BARBARA CHAIN","GEOGRAPH_LOC"
1419,"HIKIPUKU CHAIN","GEOGRAPH_LOC"
1420,"RANGI CHAIN","GEOGRAPH_LOC"
1421,"SLAVE","GEOGRAPH_LOC"
1422,"MERCATOR","GEOGRAPH_LOC"
1423,"PASCAL","GEOGRAPH_LOC"
1424,"RUTHERFORD","GEOGRAPH_LOC"
1425,"SHOUTH HIYOSHI","GEOGRAPH_LOC"
1426,"SOCIETY","GEOGRAPH_LOC"
1427,"CALEDONIAN","GEOGRAPH_LOC"
1428,"JOYA PRIETA","GEOGRAPH_LOC"
1429,"OLMANI","GEOGRAPH_LOC"
1430,"EAST AFRICAN","GEOGRAPH_LOC"
1431,"OLDOINYO LENGAI","GEOGRAPH_LOC"
1432,"ANDEAN","GEOGRAPH_LOC"
1433,"JEMEZ MOUNTAINS","GEOGRAPH_LOC"
1434,"MOGOLLON-DATIL","GEOGRAPH_LOC"
1435,"GOUGH","GEOGRAPH_LOC"
1436,"MARIANA","GEOGRAPH_LOC"
1437,"ZEALANDIA BANK","GEOGRAPH_LOC"
1438,"EAST","GEOGRAPH_LOC"
1439,"CHAPPEL CHAIN","GEOGRAPH_LOC"
1440,"RURUTU","GEOGRAPH_LOC"
1441,"MAROTIRI","GEOGRAPH_LOC"
1442,"ATIU","GEOGRAPH_LOC"
1443,"AITUTAKI","GEOGRAPH_LOC"
1444,"SANTA MARIA","GEOGRAPH_LOC"
1445,"WAIMARINO","GEOGRAPH_LOC"
1446,"MADAGASCAR","GEOGRAPH_LOC"
1447,"ATLANTIS TRANSFORM FAULT","GEOGRAPH_LOC"
1448,"NIIJIMA","GEOGRAPH_LOC"
1449,"NORTH HIYOSHI","GEOGRAPH_LOC"
1450,"CENTRAL HIYOSHI","GEOGRAPH_LOC"
1451,"NGATORO","GEOGRAPH_LOC"
1452,"NGATOROIRANGI","GEOGRAPH_LOC"
1453,"PAVLOF SISTER","GEOGRAPH_LOC"
1454,"MOUNT HAGUE","GEOGRAPH_LOC"
1455,"APLIDE","GEOGRAPH_LOC"
1456,"QINLING-DABIE","GEOGRAPH_LOC"
1457,"PAN-CAKE","GEOGRAPH_LOC"
1458,"LITTLE BEND","GEOGRAPH_LOC"
1459,"RYUKYU","GEOGRAPH_LOC"
1460,"ROCA REDONDA","GEOGRAPH_LOC"
1461,"TRINITY","GEOGRAPH_LOC"
1462,"JOSEPHINE","GEOGRAPH_LOC"
1463,"FUJI","GEOGRAPH_LOC"
1464,"GRENADINES","GEOGRAPH_LOC"
1465,"KAMCHATKA","GEOGRAPH_LOC"
1466,"SAINT EUSTATIUS","GEOGRAPH_LOC"
1467,"TAMBORA","GEOGRAPH_LOC"
1468,"BAKENING","GEOGRAPH_LOC"
1469,"ZERO KIMBERLITE","GEOGRAPH_LOC"
1470,"BIOKO","GEOGRAPH_LOC"
1471,"CENTRAL AFRICAN","GEOGRAPH_LOC"
1472,"SHIRIBESHI","GEOGRAPH_LOC"
1473,"MICHIPICOTEN GREENSTONE BELT","GEOGRAPH_LOC"
1474,"GRAND CANYON","GEOGRAPH_LOC"
1475,"HARRAT AL KISHB","GEOGRAPH_LOC"
1476,"AVACHINSKY","GEOGRAPH_LOC"
1477,"GERONIMO","GEOGRAPH_LOC"
1478,"SOLOMON ISLANDS","GEOGRAPH_LOC"
1479,"OBNAZHENNAYA","GEOGRAPH_LOC"
1480,"MUKOROB","GEOGRAPH_LOC"
1481,"EL HIERRO","GEOGRAPH_LOC"
1482,"MITTEN BUTTE","GEOGRAPH_LOC"
1483,"LAKE GNOTUK","GEOGRAPH_LOC"
1484,"WILLIAMS KIMBERLITES","GEOGRAPH_LOC"
1485,"BRAUNA KIMBERLITE FIELD","GEOGRAPH_LOC"
1486,"VENTURA-ESPIRITU SANTO","GEOGRAPH_LOC"
1487,"MORESBY","GEOGRAPH_LOC"
1488,"SEAMOUNT N","GEOGRAPH_LOC"
1489,"CERRO PELADO","GEOGRAPH_LOC"
1490,"EMMONS LAKE CALDERA","GEOGRAPH_LOC"
1491,"OJIN","GEOGRAPH_LOC"
1492,"LAKE ELLEN","GEOGRAPH_LOC"
1493,"PAMIR","GEOGRAPH_LOC"
1494,"JAMES, SAN SALVADOR","GEOGRAPH_LOC"
1495,"SAINT GEORGE","GEOGRAPH_LOC"
1496,"TAKASHIMA","GEOGRAPH_LOC"
1497,"BAFFIN","GEOGRAPH_LOC"
1498,"FAURO","GEOGRAPH_LOC"
1499,"SANYITANG","GEOGRAPH_LOC"
1500,"NISHINOSHIMA","GEOGRAPH_LOC"
1501,"MANGAREVA","GEOGRAPH_LOC"
1502,"AKAMARU","GEOGRAPH_LOC"
1503,"TELL THANNOUN","GEOGRAPH_LOC"
1504,"LONGGANG","GEOGRAPH_LOC"
1505,"ROCARD","GEOGRAPH_LOC"
1506,"SEAMOUNT NO 2","GEOGRAPH_LOC"
1507,"BUNYARUGURU","GEOGRAPH_LOC"
1508,"LIBYA","GEOGRAPH_LOC"
1509,"WAU EN NAMUS","GEOGRAPH_LOC"
1510,"SAO MIGUEL","GEOGRAPH_LOC"
1511,"ATTU","GEOGRAPH_LOC"
1512,"SOUTH SEYMOUR","GEOGRAPH_LOC"
1513,"COWLEY","GEOGRAPH_LOC"
1514,"AUSTRALIAN","GEOGRAPH_LOC"
1515,"BAENGNYEONG","GEOGRAPH_LOC"
1516,"IMJINGANG","GEOGRAPH_LOC"
1517,"EMEISHAN","GEOGRAPH_LOC"
1518,"GREAT BRITAIN","GEOGRAPH_LOC"
1519,"KARYMSKY","GEOGRAPH_LOC"
1520,"VOLTRI MASSIF","GEOGRAPH_LOC"
1521,"COLEMAN","GEOGRAPH_LOC"
1522,"MOUNT VSEVIDOF","GEOGRAPH_LOC"
1523,"LLANCANELO","GEOGRAPH_LOC"
1524,"NORTHERN ANDEAN","GEOGRAPH_LOC"
1525,"LITTLE KISKA","GEOGRAPH_LOC"
1526,"ALAGOGSHAK","GEOGRAPH_LOC"
1527,"PLOSKY SOPKY","GEOGRAPH_LOC"
1528,"KOMAROV","GEOGRAPH_LOC"
1529,"ACKTANG","GEOGRAPH_LOC"
1530,"KAGALASKA","GEOGRAPH_LOC"
1531,"SOUTHERN ANDEAN","GEOGRAPH_LOC"
1532,"ANGELA'S CONE","GEOGRAPH_LOC"
1533,"HAKONE","GEOGRAPH_LOC"
1534,"SAINT KITTS AND NEVIS","GEOGRAPH_LOC"
1535,"EL PEDRERO","GEOGRAPH_LOC"
1536,"MOUNT TAYLOR","GEOGRAPH_LOC"
1537,"ADRAR N'AJJER","GEOGRAPH_LOC"
1538,"YITONG","GEOGRAPH_LOC"
1539,"PALI-AIKE","GEOGRAPH_LOC"
1540,"LAHTOJOKI","GEOGRAPH_LOC"
1541,"VENETIA KIMBERLITES","GEOGRAPH_LOC"
1542,"KAGUYAK","GEOGRAPH_LOC"
1543,"VOGEL","GEOGRAPH_LOC"
1544,"EGYPT","GEOGRAPH_LOC"
1545,"VARISCAN","GEOGRAPH_LOC"
1546,"ATLASOVO","GEOGRAPH_LOC"
1547,"PARAMUSHIR","GEOGRAPH_LOC"
1548,"CZECHOSLOVAKIA","GEOGRAPH_LOC"
1549,"OLDOINYO LIYU","GEOGRAPH_LOC"
1550,"ELDIVAN","GEOGRAPH_LOC"
1551,"NGURDOTO","GEOGRAPH_LOC"
1552,"LITTLE MERU","GEOGRAPH_LOC"
1553,"SKYE","GEOGRAPH_LOC"
1554,"NORTH EAST","GEOGRAPH_LOC"
1555,"SAINT LUCIA","GEOGRAPH_LOC"
1556,"TIBET","GEOGRAPH_LOC"
1557,"LUOBUSA","GEOGRAPH_LOC"
1558,"TEL THANOUN","GEOGRAPH_LOC"
1559,"MACKENZIE","GEOGRAPH_LOC"
1560,"VENEZUELA","GEOGRAPH_LOC"
1561,"BALAMHINDIT","GEOGRAPH_LOC"
1562,"SOUTHERN DISCOVERY","GEOGRAPH_LOC"
1563,"East facing","czchem_type:ASPECT"
1564,"North facing","czchem_type:ASPECT"
1565,"South facing","czchem_type:ASPECT"
1566,"West facing","czchem_type:ASPECT"
1567,"Northeast facing","czchem_type:ASPECT"
1568,"Northwest facing","czchem_type:ASPECT"
1569,"Southeast facing","czchem_type:ASPECT"
1570,"Southwest facing","czchem_type:ASPECT"
1572,"Valley floor","czchem_type:LANDSCAPE_POSITION"
1574,"outcrop","czchem_type:LANDSCAPE_POSITION"
1576,"Topographic Flats","czchem_type:LANDSCAPE_POSITION"
1578,"Uplands","czchem_type:LANDSCAPE_POSITION"
1580,"Ridge top","czchem_type:LANDSCAPE_POSITION"
1582,"Mid-slope","czchem_type:LANDSCAPE_POSITION"
1584,"Toe-slope","czchem_type:LANDSCAPE_POSITION"
1586,"Foot-slope","czchem_type:LANDSCAPE_POSITION"
1588,"Shoulder","czchem_type:LANDSCAPE_POSITION"
1590,"Rangeland","czchem_type:LAND_USE"
1592,"Forest Land","czchem_type:LAND_USE"
1594,"Urban/Industrial","czchem_type:LAND_USE"
1596,"Agricultural","czchem_type:LAND_USE"
1597,"Burnham, Pennsylvania","czchem_type:location"
1598,"Susquehanna Shale Hills Critical Zone Observatory","czchem_type:location"
